tile_id,tile_key,image_id,h0,w0,height,width
90,002_00096_00192,002,96,192,96,96
91,002_00096_00216,002,96,216,96,96
92,002_00096_00240,002,96,240,96,96
93,002_00096_00264,002,96,264,96,96
94,002_00120_00096,002,120,96,96,96
95,002_00120_00120,002,120,120,96,96
96,002_00120_00144,002,120,144,96,96
97,002_00120_00168,002,120,168,96,96
98,002_00120_00192,002,120,192,96,96
99,002_00120_00216,002,120,216,96,96
100,002_00120_00240,002,120,240,96,96
101,002_00120_00264,002,120,264,96,96
102,002_00144_00072,002,144,72,96,96
103,002_00144_00096,002,144,96,96,96
104,002_00144_00120,002,144,120,96,96
105,002_00144_00144,002,144,144,96,96
106,002_00144_00168,002,144,168,96,96
107,002_00144_00192,002,144,192,96,96
108,002_00144_00216,002,144,216,96,96
109,002_00144_00240,002,144,240,96,96
110,002_00168_00024,002,168,24,96,96
111,002_00168_00048,002,168,48,96,96
112,002_00168_00072,002,168,72,96,96
113,002_00168_00096,002,168,96,96,96
114,002_00168_00120,002,168,120,96,96
115,002_00168_00144,002,168,144,96,96
116,002_00168_00168,002,168,168,96,96
117,002_00168_00192,002,168,192,96,96
118,002_00168_00216,002,168,216,96,96
119,002_00168_00240,002,168,240,96,96
120,002_00192_00000,002,192,0,96,96
121,002_00192_00024,002,192,24,96,96
122,002_00192_00048,002,192,48,96,96
123,002_00192_00072,002,192,72,96,96
124,002_00192_00096,002,192,96,96,96
125,002_00192_00120,002,192,120,96,96
126,002_00192_00144,002,192,144,96,96
127,002_00192_00168,002,192,168,96,96
128,002_00192_00192,002,192,192,96,96
129,002_00192_00216,002,192,216,96,96
130,002_00216_00000,002,216,0,96,96
131,002_00216_00024,002,216,24,96,96
132,002_00216_00048,002,216,48,96,96
133,002_00216_00072,002,216,72,96,96
134,002_00216_00096,002,216,96,96,96
135,002_00216_00120,002,216,120,96,96
136,002_00216_00144,002,216,144,96,96
137,002_00216_00168,002,216,168,96,96
138,002_00216_00192,002,216,192,96,96
139,002_00240_00000,002,240,0,96,96
140,002_00240_00024,002,240,24,96,96
141,002_00240_00048,002,240,48,96,96
142,002_00240_00072,002,240,72,96,96
143,002_00240_00096,002,240,96,96,96
144,002_00240_00120,002,240,120,96,96
145,002_00264_00000,002,264,0,96,96
146,002_00264_00024,002,264,24,96,96
147,002_00264_00048,002,264,48,96,96
148,002_00264_00072,002,264,72,96,96
149,002_00264_00096,002,264,96,96,96
150,002_00288_00000,002,288,0,96,96
151,002_00288_00024,002,288,24,96,96
152,002_00288_00048,002,288,48,96,96
153,002_00288_00072,002,288,72,96,96
154,003_00000_00216,003,0,216,96,96
155,003_00000_00240,003,0,240,96,96
156,003_00000_00264,003,0,264,96,96
157,003_00000_00288,003,0,288,96,96
158,003_00000_00312,003,0,312,96,96
159,003_00000_00336,003,0,336,96,96
160,003_00024_00216,003,24,216,96,96
161,003_00024_00240,003,24,240,96,96
162,003_00024_00264,003,24,264,96,96
163,003_00024_00288,003,24,288,96,96
164,003_00024_00312,003,24,312,96,96
165,003_00024_00336,003,24,336,96,96
166,003_00048_00216,003,48,216,96,96
167,003_00048_00240,003,48,240,96,96
168,003_00048_00264,003,48,264,96,96
169,003_00048_00288,003,48,288,96,96
170,003_00048_00312,003,48,312,96,96
171,003_00048_00336,003,48,336,96,96
172,003_00072_00192,003,72,192,96,96
173,003_00072_00216,003,72,216,96,96
174,003_00072_00240,003,72,240,96,96
175,003_00072_00264,003,72,264,96,96
176,003_00072_00288,003,72,288,96,96
177,003_00072_00312,003,72,312,96,96
178,003_00096_00192,003,96,192,96,96
179,003_00096_00216,003,96,216,96,96
180,003_00096_00240,003,96,240,96,96
181,003_00096_00264,003,96,264,96,96
182,003_00096_00288,003,96,288,96,96
183,003_00096_00312,003,96,312,96,96
184,003_00120_00192,003,120,192,96,96
185,003_00120_00216,003,120,216,96,96
186,003_00120_00240,003,120,240,96,96
187,003_00120_00264,003,120,264,96,96
188,003_00120_00288,003,120,288,96,96
189,003_00144_00168,003,144,168,96,96
190,003_00144_00192,003,144,192,96,96
191,003_00144_00216,003,144,216,96,96
192,003_00144_00240,003,144,240,96,96
193,003_00144_00264,003,144,264,96,96
194,003_00144_00288,003,144,288,96,96
195,003_00168_00168,003,168,168,96,96
196,003_00168_00192,003,168,192,96,96
197,003_00168_00216,003,168,216,96,96
198,003_00168_00240,003,168,240,96,96
199,003_00168_00264,003,168,264,96,96
200,003_00168_00288,003,168,288,96,96
201,003_00192_00144,003,192,144,96,96
202,003_00192_00168,003,192,168,96,96
203,003_00192_00192,003,192,192,96,96
204,003_00192_00216,003,192,216,96,96
205,003_00192_00240,003,192,240,96,96
206,003_00192_00264,003,192,264,96,96
207,003_00192_00288,003,192,288,96,96
208,003_00216_00120,003,216,120,96,96
209,003_00216_00144,003,216,144,96,96
210,003_00216_00168,003,216,168,96,96
211,003_00216_00192,003,216,192,96,96
212,003_00216_00216,003,216,216,96,96
213,003_00216_00240,003,216,240,96,96
214,003_00216_00264,003,216,264,96,96
215,003_00240_00096,003,240,96,96,96
216,003_00240_00120,003,240,120,96,96
217,003_00240_00144,003,240,144,96,96
218,003_00240_00168,003,240,168,96,96
219,003_00240_00192,003,240,192,96,96
220,003_00240_00216,003,240,216,96,96
221,003_00240_00240,003,240,240,96,96
222,003_00264_00072,003,264,72,96,96
223,003_00264_00096,003,264,96,96,96
224,003_00264_00120,003,264,120,96,96
225,003_00264_00144,003,264,144,96,96
226,003_00264_00168,003,264,168,96,96
227,003_00264_00192,003,264,192,96,96
228,003_00264_00216,003,264,216,96,96
229,003_00288_00072,003,288,72,96,96
230,003_00288_00096,003,288,96,96,96
231,003_00288_00120,003,288,120,96,96
232,003_00288_00144,003,288,144,96,96
233,003_00288_00168,003,288,168,96,96
234,003_00288_00192,003,288,192,96,96
235,003_00312_00048,003,312,48,96,96
236,003_00312_00072,003,312,72,96,96
237,003_00312_00096,003,312,96,96,96
238,003_00312_00120,003,312,120,96,96
239,003_00312_00144,003,312,144,96,96
240,003_00312_00168,003,312,168,96,96
241,003_00336_00048,003,336,48,96,96
242,003_00336_00072,003,336,72,96,96
243,003_00336_00096,003,336,96,96,96
244,003_00336_00120,003,336,120,96,96
245,003_00336_00144,003,336,144,96,96
246,003_00336_00168,003,336,168,96,96
247,003_00360_00024,003,360,24,96,96
248,003_00360_00048,003,360,48,96,96
249,003_00360_00072,003,360,72,96,96
250,003_00360_00096,003,360,96,96,96
251,003_00360_00120,003,360,120,96,96
252,003_00360_00144,003,360,144,96,96
253,003_00384_00024,003,384,24,96,96
254,003_00384_00048,003,384,48,96,96
255,003_00384_00072,003,384,72,96,96
256,003_00384_00096,003,384,96,96,96
257,003_00384_00120,003,384,120,96,96
258,004_00000_00000,004,0,0,96,96
259,004_00000_00024,004,0,24,96,96
260,004_00000_00048,004,0,48,96,96
261,004_00024_00000,004,24,0,96,96
262,004_00024_00024,004,24,24,96,96
263,004_00024_00048,004,24,48,96,96
264,004_00048_00000,004,48,0,96,96
265,004_00048_00024,004,48,24,96,96
266,004_00048_00048,004,48,48,96,96
267,005_00000_00000,005,0,0,96,96
268,005_00000_00024,005,0,24,96,96
269,005_00000_00048,005,0,48,96,96
270,005_00000_00072,005,0,72,96,96
271,005_00024_00000,005,24,0,96,96
272,005_00024_00024,005,24,24,96,96
273,005_00024_00048,005,24,48,96,96
274,005_00024_00072,005,24,72,96,96
275,005_00024_00096,005,24,96,96,96
276,005_00024_00120,005,24,120,96,96
277,005_00048_00000,005,48,0,96,96
278,005_00048_00024,005,48,24,96,96
279,005_00048_00048,005,48,48,96,96
280,005_00048_00072,005,48,72,96,96
281,005_00048_00096,005,48,96,96,96
282,005_00048_00120,005,48,120,96,96
283,005_00048_00144,005,48,144,96,96
284,005_00072_00000,005,72,0,96,96
285,005_00072_00024,005,72,24,96,96
286,005_00072_00048,005,72,48,96,96
287,005_00072_00072,005,72,72,96,96
288,005_00072_00096,005,72,96,96,96
289,005_00072_00120,005,72,120,96,96
290,005_00072_00144,005,72,144,96,96
291,005_00096_00000,005,96,0,96,96
292,005_00096_00024,005,96,24,96,96
293,005_00096_00048,005,96,48,96,96
294,005_00096_00072,005,96,72,96,96
295,005_00096_00096,005,96,96,96,96
296,005_00096_00120,005,96,120,96,96
297,005_00096_00144,005,96,144,96,96
298,005_00120_00048,005,120,48,96,96
299,005_00120_00072,005,120,72,96,96
300,005_00120_00096,005,120,96,96,96
301,005_00120_00120,005,120,120,96,96
302,005_00120_00144,005,120,144,96,96
303,005_00144_00072,005,144,72,96,96
304,005_00144_00096,005,144,96,96,96
305,005_00144_00120,005,144,120,96,96
306,005_00144_00144,005,144,144,96,96
307,006_00072_00312,006,72,312,96,96
308,006_00072_00336,006,72,336,96,96
309,006_00096_00024,006,96,24,96,96
310,006_00096_00048,006,96,48,96,96
311,006_00096_00192,006,96,192,96,96
312,006_00096_00216,006,96,216,96,96
313,006_00096_00240,006,96,240,96,96
314,006_00096_00264,006,96,264,96,96
315,006_00096_00288,006,96,288,96,96
316,006_00096_00312,006,96,312,96,96
317,006_00096_00336,006,96,336,96,96
318,006_00120_00000,006,120,0,96,96
319,006_00120_00024,006,120,24,96,96
320,006_00120_00048,006,120,48,96,96
321,006_00120_00072,006,120,72,96,96
322,006_00120_00144,006,120,144,96,96
323,006_00120_00168,006,120,168,96,96
324,006_00120_00192,006,120,192,96,96
325,006_00120_00216,006,120,216,96,96
326,006_00120_00240,006,120,240,96,96
327,006_00120_00264,006,120,264,96,96
328,006_00120_00288,006,120,288,96,96
329,006_00120_00312,006,120,312,96,96
330,006_00120_00336,006,120,336,96,96
331,006_00144_00000,006,144,0,96,96
332,006_00144_00024,006,144,24,96,96
333,006_00144_00048,006,144,48,96,96
334,006_00144_00072,006,144,72,96,96
335,006_00144_00096,006,144,96,96,96
336,006_00144_00120,006,144,120,96,96
337,006_00144_00144,006,144,144,96,96
338,006_00144_00168,006,144,168,96,96
339,006_00144_00192,006,144,192,96,96
340,006_00144_00216,006,144,216,96,96
341,006_00144_00240,006,144,240,96,96
342,006_00144_00264,006,144,264,96,96
343,006_00144_00288,006,144,288,96,96
344,006_00144_00312,006,144,312,96,96
345,006_00144_00336,006,144,336,96,96
346,006_00168_00000,006,168,0,96,96
347,006_00168_00024,006,168,24,96,96
348,006_00168_00048,006,168,48,96,96
349,006_00168_00072,006,168,72,96,96
350,006_00168_00096,006,168,96,96,96
351,006_00168_00120,006,168,120,96,96
352,006_00168_00144,006,168,144,96,96
353,006_00168_00168,006,168,168,96,96
354,006_00168_00192,006,168,192,96,96
355,006_00168_00216,006,168,216,96,96
356,006_00168_00240,006,168,240,96,96
357,006_00168_00264,006,168,264,96,96
358,006_00168_00288,006,168,288,96,96
359,006_00168_00312,006,168,312,96,96
360,006_00168_00336,006,168,336,96,96
361,006_00192_00000,006,192,0,96,96
362,006_00192_00024,006,192,24,96,96
363,006_00192_00048,006,192,48,96,96
364,006_00192_00072,006,192,72,96,96
365,006_00192_00096,006,192,96,96,96
366,006_00192_00120,006,192,120,96,96
367,006_00192_00144,006,192,144,96,96
368,006_00192_00168,006,192,168,96,96
369,006_00192_00192,006,192,192,96,96
370,006_00192_00216,006,192,216,96,96
371,006_00192_00240,006,192,240,96,96
372,006_00192_00264,006,192,264,96,96
373,006_00192_00288,006,192,288,96,96
374,006_00192_00312,006,192,312,96,96
375,006_00192_00336,006,192,336,96,96
376,006_00216_00000,006,216,0,96,96
377,006_00216_00024,006,216,24,96,96
378,006_00216_00048,006,216,48,96,96
379,006_00216_00072,006,216,72,96,96
380,006_00216_00096,006,216,96,96,96
381,006_00216_00120,006,216,120,96,96
382,006_00216_00144,006,216,144,96,96
383,006_00216_00168,006,216,168,96,96
384,006_00216_00192,006,216,192,96,96
385,006_00216_00240,006,216,240,96,96
386,006_00216_00264,006,216,264,96,96
387,006_00216_00288,006,216,288,96,96
388,006_00216_00312,006,216,312,96,96
389,006_00240_00000,006,240,0,96,96
390,006_00240_00024,006,240,24,96,96
391,006_00240_00048,006,240,48,96,96
392,006_00240_00072,006,240,72,96,96
393,006_00240_00096,006,240,96,96,96
394,006_00240_00120,006,240,120,96,96
395,006_00240_00144,006,240,144,96,96
396,006_00264_00072,006,264,72,96,96
397,006_00264_00096,006,264,96,96,96
398,006_00264_00120,006,264,120,96,96
399,006_00264_00144,006,264,144,96,96
400,007_00000_00000,007,0,0,96,96
401,007_00000_00024,007,0,24,96,96
402,007_00000_00048,007,0,48,96,96
403,007_00024_00000,007,24,0,96,96
404,007_00024_00024,007,24,24,96,96
405,007_00024_00048,007,24,48,96,96
406,007_00048_00000,007,48,0,96,96
407,007_00048_00024,007,48,24,96,96
408,007_00048_00048,007,48,48,96,96
409,009_00000_00000,009,0,0,96,96
410,009_00000_00024,009,0,24,96,96
411,009_00000_00048,009,0,48,96,96
412,009_00024_00000,009,24,0,96,96
413,009_00024_00024,009,24,24,96,96
414,009_00024_00048,009,24,48,96,96
415,009_00048_00000,009,48,0,96,96
416,009_00048_00024,009,48,24,96,96
417,009_00048_00048,009,48,48,96,96
418,010_00000_00000,010,0,0,96,96
419,010_00000_00024,010,0,24,96,96
420,010_00000_00048,010,0,48,96,96
421,010_00024_00000,010,24,0,96,96
422,010_00024_00024,010,24,24,96,96
423,010_00024_00048,010,24,48,96,96
424,010_00048_00000,010,48,0,96,96
425,010_00048_00024,010,48,24,96,96
426,010_00048_00048,010,48,48,96,96
427,011_00000_00000,011,0,0,96,96
428,012_00000_00144,012,0,144,96,96
429,012_00000_00168,012,0,168,96,96
430,012_00000_00192,012,0,192,96,96
431,012_00000_00216,012,0,216,96,96
432,012_00000_00240,012,0,240,96,96
433,012_00000_00264,012,0,264,96,96
434,012_00000_00288,012,0,288,96,96
435,012_00000_00312,012,0,312,96,96
436,012_00024_00120,012,24,120,96,96
437,012_00024_00144,012,24,144,96,96
438,012_00024_00168,012,24,168,96,96
439,012_00024_00192,012,24,192,96,96
440,012_00024_00216,012,24,216,96,96
441,012_00024_00240,012,24,240,96,96
442,012_00024_00264,012,24,264,96,96
443,012_00024_00288,012,24,288,96,96
444,012_00024_00312,012,24,312,96,96
445,012_00048_00120,012,48,120,96,96
446,012_00048_00144,012,48,144,96,96
447,012_00048_00168,012,48,168,96,96
448,012_00048_00192,012,48,192,96,96
449,012_00048_00216,012,48,216,96,96
450,012_00072_00096,012,72,96,96,96
451,012_00072_00120,012,72,120,96,96
452,012_00072_00144,012,72,144,96,96
453,012_00072_00168,012,72,168,96,96
454,012_00072_00192,012,72,192,96,96
455,012_00096_00072,012,96,72,96,96
456,012_00096_00096,012,96,96,96,96
457,012_00096_00120,012,96,120,96,96
458,012_00096_00144,012,96,144,96,96
459,012_00096_00168,012,96,168,96,96
460,012_00096_00192,012,96,192,96,96
461,012_00120_00072,012,120,72,96,96
462,012_00120_00096,012,120,96,96,96
463,012_00120_00120,012,120,120,96,96
464,012_00120_00144,012,120,144,96,96
465,012_00120_00168,012,120,168,96,96
466,012_00120_00192,012,120,192,96,96
467,012_00144_00048,012,144,48,96,96
468,012_00144_00072,012,144,72,96,96
469,012_00144_00096,012,144,96,96,96
470,012_00144_00120,012,144,120,96,96
471,012_00144_00144,012,144,144,96,96
472,012_00144_00168,012,144,168,96,96
473,012_00144_00192,012,144,192,96,96
474,012_00168_00072,012,168,72,96,96
475,012_00168_00096,012,168,96,96,96
476,012_00168_00120,012,168,120,96,96
477,012_00168_00144,012,168,144,96,96
478,012_00168_00168,012,168,168,96,96
479,012_00168_00192,012,168,192,96,96
480,012_00192_00072,012,192,72,96,96
481,012_00192_00096,012,192,96,96,96
482,012_00192_00120,012,192,120,96,96
483,012_00192_00144,012,192,144,96,96
484,012_00192_00168,012,192,168,96,96
485,012_00192_00192,012,192,192,96,96
486,012_00216_00072,012,216,72,96,96
487,012_00216_00096,012,216,96,96,96
488,012_00216_00120,012,216,120,96,96
489,012_00216_00144,012,216,144,96,96
490,012_00216_00168,012,216,168,96,96
491,012_00216_00192,012,216,192,96,96
492,012_00216_00216,012,216,216,96,96
493,012_00216_00240,012,216,240,96,96
494,012_00240_00072,012,240,72,96,96
495,012_00240_00096,012,240,96,96,96
496,012_00240_00120,012,240,120,96,96
497,012_00240_00144,012,240,144,96,96
498,012_00240_00168,012,240,168,96,96
499,012_00240_00192,012,240,192,96,96
500,012_00240_00216,012,240,216,96,96
501,012_00240_00240,012,240,240,96,96
502,012_00240_00264,012,240,264,96,96
503,012_00264_00072,012,264,72,96,96
504,012_00264_00096,012,264,96,96,96
505,012_00264_00120,012,264,120,96,96
506,012_00264_00144,012,264,144,96,96
507,012_00264_00168,012,264,168,96,96
508,012_00264_00192,012,264,192,96,96
509,012_00264_00216,012,264,216,96,96
510,012_00264_00240,012,264,240,96,96
511,012_00264_00264,012,264,264,96,96
512,012_00288_00072,012,288,72,96,96
513,012_00288_00096,012,288,96,96,96
514,012_00288_00120,012,288,120,96,96
515,012_00288_00144,012,288,144,96,96
516,012_00288_00168,012,288,168,96,96
517,012_00288_00192,012,288,192,96,96
518,012_00288_00216,012,288,216,96,96
519,012_00288_00240,012,288,240,96,96
520,012_00288_00264,012,288,264,96,96
521,012_00312_00072,012,312,72,96,96
522,012_00312_00096,012,312,96,96,96
523,012_00312_00120,012,312,120,96,96
524,012_00312_00144,012,312,144,96,96
525,012_00312_00168,012,312,168,96,96
526,012_00312_00192,012,312,192,96,96
527,012_00312_00216,012,312,216,96,96
528,012_00312_00240,012,312,240,96,96
529,012_00312_00264,012,312,264,96,96
530,012_00336_00096,012,336,96,96,96
531,012_00336_00120,012,336,120,96,96
532,012_00336_00144,012,336,144,96,96
533,012_00336_00168,012,336,168,96,96
534,012_00336_00192,012,336,192,96,96
535,012_00336_00216,012,336,216,96,96
536,012_00336_00240,012,336,240,96,96
537,013_00000_00000,013,0,0,96,96
538,013_00000_00024,013,0,24,96,96
539,013_00000_00048,013,0,48,96,96
540,013_00024_00000,013,24,0,96,96
541,013_00024_00024,013,24,24,96,96
542,013_00024_00048,013,24,48,96,96
543,013_00048_00000,013,48,0,96,96
544,013_00048_00024,013,48,24,96,96
545,013_00048_00048,013,48,48,96,96
546,014_00000_00000,014,0,0,96,96
547,014_00000_00024,014,0,24,96,96
548,014_00000_00048,014,0,48,96,96
549,014_00000_00072,014,0,72,96,96
550,014_00024_00000,014,24,0,96,96
551,014_00024_00024,014,24,24,96,96
552,014_00024_00048,014,24,48,96,96
553,014_00024_00072,014,24,72,96,96
554,014_00024_00096,014,24,96,96,96
555,014_00024_00120,014,24,120,96,96
556,014_00048_00000,014,48,0,96,96
557,014_00048_00024,014,48,24,96,96
558,014_00048_00048,014,48,48,96,96
559,014_00048_00072,014,48,72,96,96
560,014_00048_00096,014,48,96,96,96
561,014_00048_00120,014,48,120,96,96
562,014_00048_00144,014,48,144,96,96
563,014_00072_00000,014,72,0,96,96
564,014_00072_00024,014,72,24,96,96
565,014_00072_00048,014,72,48,96,96
566,014_00072_00072,014,72,72,96,96
567,014_00072_00096,014,72,96,96,96
568,014_00072_00120,014,72,120,96,96
569,014_00072_00144,014,72,144,96,96
570,014_00096_00000,014,96,0,96,96
571,014_00096_00024,014,96,24,96,96
572,014_00096_00048,014,96,48,96,96
573,014_00096_00072,014,96,72,96,96
574,014_00096_00096,014,96,96,96,96
575,014_00096_00120,014,96,120,96,96
576,014_00096_00144,014,96,144,96,96
577,014_00120_00000,014,120,0,96,96
578,014_00120_00024,014,120,24,96,96
579,014_00120_00048,014,120,48,96,96
580,014_00120_00072,014,120,72,96,96
581,014_00120_00096,014,120,96,96,96
582,014_00120_00120,014,120,120,96,96
583,014_00120_00144,014,120,144,96,96
584,014_00144_00024,014,144,24,96,96
585,014_00144_00048,014,144,48,96,96
586,014_00144_00072,014,144,72,96,96
587,014_00144_00096,014,144,96,96,96
588,014_00144_00120,014,144,120,96,96
589,014_00144_00144,014,144,144,96,96
590,015_00000_00000,015,0,0,96,96
591,016_00000_00000,016,0,0,96,96
592,017_00000_00000,017,0,0,96,96
593,018_00000_00000,018,0,0,96,96
594,019_00000_00000,019,0,0,96,96
595,019_00000_00024,019,0,24,96,96
596,019_00000_00048,019,0,48,96,96
597,019_00024_00000,019,24,0,96,96
598,019_00024_00024,019,24,24,96,96
599,019_00024_00048,019,24,48,96,96
600,019_00048_00000,019,48,0,96,96
601,019_00048_00024,019,48,24,96,96
602,019_00048_00048,019,48,48,96,96
603,020_00000_00000,020,0,0,96,96
604,021_00000_00000,021,0,0,96,96
605,022_00000_00000,022,0,0,96,96
606,023_00000_00000,023,0,0,96,96
607,023_00000_00024,023,0,24,96,96
608,023_00000_00048,023,0,48,96,96
609,023_00000_00072,023,0,72,96,96
610,023_00000_00096,023,0,96,96,96
611,023_00024_00000,023,24,0,96,96
612,023_00024_00024,023,24,24,96,96
613,023_00024_00048,023,24,48,96,96
614,023_00024_00072,023,24,72,96,96
615,023_00024_00096,023,24,96,96,96
616,023_00048_00000,023,48,0,96,96
617,023_00048_00024,023,48,24,96,96
618,023_00048_00048,023,48,48,96,96
619,023_00048_00072,023,48,72,96,96
620,023_00048_00096,023,48,96,96,96
621,023_00072_00000,023,72,0,96,96
622,023_00072_00024,023,72,24,96,96
623,023_00072_00048,023,72,48,96,96
624,023_00072_00072,023,72,72,96,96
625,023_00072_00096,023,72,96,96,96
626,023_00096_00000,023,96,0,96,96
627,023_00096_00024,023,96,24,96,96
628,023_00096_00048,023,96,48,96,96
629,023_00096_00072,023,96,72,96,96
630,023_00096_00096,023,96,96,96,96
631,024_00000_00072,024,0,72,96,96
632,024_00000_00096,024,0,96,96,96
633,024_00000_00120,024,0,120,96,96
634,024_00000_00144,024,0,144,96,96
635,024_00024_00024,024,24,24,96,96
636,024_00024_00048,024,24,48,96,96
637,024_00024_00072,024,24,72,96,96
638,024_00024_00096,024,24,96,96,96
639,024_00024_00120,024,24,120,96,96
640,024_00024_00144,024,24,144,96,96
641,024_00048_00000,024,48,0,96,96
642,024_00048_00024,024,48,24,96,96
643,024_00048_00048,024,48,48,96,96
644,024_00048_00072,024,48,72,96,96
645,024_00048_00096,024,48,96,96,96
646,024_00048_00120,024,48,120,96,96
647,024_00048_00144,024,48,144,96,96
648,024_00072_00000,024,72,0,96,96
649,024_00072_00024,024,72,24,96,96
650,024_00072_00048,024,72,48,96,96
651,024_00072_00072,024,72,72,96,96
652,024_00072_00096,024,72,96,96,96
653,024_00072_00120,024,72,120,96,96
654,024_00072_00144,024,72,144,96,96
655,024_00096_00000,024,96,0,96,96
656,024_00096_00024,024,96,24,96,96
657,024_00096_00048,024,96,48,96,96
658,024_00096_00072,024,96,72,96,96
659,024_00096_00096,024,96,96,96,96
660,024_00096_00120,024,96,120,96,96
661,024_00096_00144,024,96,144,96,96
662,024_00120_00000,024,120,0,96,96
663,024_00120_00024,024,120,24,96,96
664,024_00120_00048,024,120,48,96,96
665,024_00120_00072,024,120,72,96,96
666,024_00120_00096,024,120,96,96,96
667,024_00120_00120,024,120,120,96,96
668,024_00144_00000,024,144,0,96,96
669,024_00144_00024,024,144,24,96,96
670,024_00144_00048,024,144,48,96,96
671,024_00144_00072,024,144,72,96,96
672,025_00000_00048,025,0,48,96,96
673,025_00000_00072,025,0,72,96,96
674,025_00000_00096,025,0,96,96,96
675,025_00000_00120,025,0,120,96,96
676,025_00000_00144,025,0,144,96,96
677,025_00024_00024,025,24,24,96,96
678,025_00024_00048,025,24,48,96,96
679,025_00024_00072,025,24,72,96,96
680,025_00024_00096,025,24,96,96,96
681,025_00024_00120,025,24,120,96,96
682,025_00024_00144,025,24,144,96,96
683,025_00048_00000,025,48,0,96,96
684,025_00048_00024,025,48,24,96,96
685,025_00048_00048,025,48,48,96,96
686,025_00048_00072,025,48,72,96,96
687,025_00048_00096,025,48,96,96,96
688,025_00048_00120,025,48,120,96,96
689,025_00048_00144,025,48,144,96,96
690,025_00072_00000,025,72,0,96,96
691,025_00072_00024,025,72,24,96,96
692,025_00072_00048,025,72,48,96,96
693,025_00072_00072,025,72,72,96,96
694,025_00072_00096,025,72,96,96,96
695,025_00072_00120,025,72,120,96,96
696,025_00072_00144,025,72,144,96,96
